Rank,Word,PoS,Collins,knowTag,,Definition,Tag,3151
13183,classy,j,1,,,adj. 漂亮的；优等的；上等的,,
13184,intravenous,j,1,,,,,
13185,primacy,n,1,,,n. 首位；卓越；大主教的职位,,
13186,baby-sit,v,,,,,,
13187,credit-card,n,,,,,,
13188,rustle,v,1,,重复,vi. 发出沙沙声,,
13189,pre-emptive,j,,,,,,
13190,unwittingly,r,,,,adv. 不知情地；不知不觉地；不经意地,,
13191,fondly,r,,,,adv. 天真地；怜爱地；温柔地,,
13192,riddle,v,1,,重复,vt. 解谜；给...出谜；充满于,cet4 cet6 ky toefl zk gk,
13193,cypress,n,1,,,n. 柏树，柏木属植物（原产北美、欧、亚）；柏树枝（用作哀悼的标志）,,
13194,dog,v,4,,重复,n. 狗；；[美俚]丑女人；卑鄙的人；（俚）朋友；vt. 跟踪；尾随,zk gk,
13195,lowland,n,,,,n. 低地；苏格兰低地,,
13196,grizzly,j,,,重复,adj. 灰色的,,
13197,epoch,n,1,,,n. 新纪元；[地质]世；新时代；时间上的一点,cet6 ky toefl ielts,
13198,rocking,j,,,,adj. 摇摆的，摇动的,,
13199,microbial,j,,,,adj. 微生物的；由细菌引起的,,
13200,pious,j,1,,,adj. 虔诚的；敬神的；可嘉的；尽责的,cet6 toefl,
13201,limbo,n,1,,,n. 监狱；[宗]地狱的边境；放置丢弃物的场所；处于中间的或不定的状态,,
13202,astound,v,,,,vt. 使惊骇；使震惊,toefl ielts,
13203,English-speaking,j,,,,,,
13204,sullen,j,1,,,adj. 愠怒的，不高兴的；（天气）阴沉的；沉闷的,cet6 toefl,
13205,ale,n,1,,,n. 麦芽酒,,
13206,debut,v,3,,重复,n. 初次登台；开张,,
13207,shiver,n,2,,重复,n. 颤抖，战栗；碎片,cet4 cet6 ky ielts,
13208,algebra,n,,,,n. 代数学,cet4 cet6 toefl gk,
13209,layer,v,3,,重复,n. 层，阶层；地层,cet4 cet6 ky toefl ielts,
13210,hiss,n,1,,重复,vi. 发出嘘声；发嘘声,cet6,
13211,materialism,n,1,,,n. 唯物主义；唯物论；物质主义,cet4 cet6,
13212,reset,v,1,,,vi. 清零；重置,,
13213,earthy,j,1,,,adj. 土的；土质的；粗俗的；朴实的,,
13214,scoot,v,,,,vi. 溜走；快走；骑轻便摩托车,,
13215,fixation,n,,,,n. 固定；定影；定位,,
13216,wondrous,j,1,,,,,
13217,companionship,n,1,,,n. 友谊；交谊；陪伴,,
13218,appointed,j,,,,adj. 约定的，指定的,,
13219,brim,n,1,,重复,n. 边；边缘,cet4 cet6 ky toefl,
13220,mid-air,j,,,,,,
13221,egregious,j,,,,,,
13222,adorable,j,1,,,adj. 可爱的；可敬重的，值得崇拜的,,
13223,chronically,r,,,,adv. 慢性地；长期地；习惯性地,,
13224,twisting,j,,,,n. 缠绕；旋扭法；扭转；诱骗,,
13225,imbue,v,1,,,vt. 使感染；灌输；使渗透,toefl,
13226,meander,v,1,,,n. 漫步；曲流（常用复数）,toefl,
13227,stamina,n,1,,,n. 精力；活力；毅力；持久力,toefl,
13228,localized,j,,,,adj. 小范围的；局部的；地区的,,
13229,empirically,r,,,,adv. 以经验为主地,,
13230,cork,n,1,,,n. 软木；软木塞，软木制品,ielts,
13231,factor,v,4,,重复,n. 因素；因数；要素；代理人,cet4 ky toefl ielts,
13232,impossibility,n,,,,n. 不可能；不可能的事,,
13233,schema,n,,,,n. 图解；计划；模式；概要,,
13234,teapot,n,1,,,n. 茶壶,toefl gk,
13235,ambush,v,2,,重复,n. 埋伏，伏击；伏兵,toefl,
13236,flail,v,1,,,vt. 用连枷打；打,,
13237,cunning,j,1,,,adj. 狡猾的；可爱的；巧妙的,cet4 cet6 ky toefl ielts,
13238,dreary,j,1,,,adj. 沉闷的，枯燥的,toefl ielts,
13239,baptize,v,,,,vt. 给…施浸礼；命名；使经受考验（等于baptise）,,
13240,preparedness,n,,,,,,
13241,cherished,j,,,,,,
13242,reflector,n,,,,n. 反射物，反射镜,,
13243,magnification,n,,,,n. 放大；放大率；放大的复制品,,
13244,chap,n,2,,,n. 小伙子；家伙；龟裂,ky,
13245,steamed,j,,,,adj. 蒸熟的，蒸的,,
13246,cayenne,n,,,,,,
13247,salted,j,,,,adj. 盐的；有经验的；盐腌的,,
13248,idiosyncratic,j,,,,adj. 特殊的；异质的；特质的,,
13249,paraphrase,v,,,,n. 释义；改述；演释曲,toefl ielts,
13250,high-pitched,j,1,,,,,
13251,jumping,n,,,重复,adj. 跳跃的,,
13252,poach,v,1,,,vt. 水煮；偷猎；窃取；把…踏成泥浆,,
13253,refill,v,1,,,vi. 被再注满,,
13254,shroud,v,1,,重复,n. 寿衣；覆盖物；船的横桅索；护罩,,
13255,booty,n,,,,n. 赃物；战利品；获得之物,,
13256,refrain,n,1,,重复,vi. 制止；避免；节制，克制,cet6 ky ielts,
13257,wellness,n,,,,n. 健康,,
13258,decay,v,2,,重复,vi. 腐烂，腐朽；衰退，衰减,cet4 cet6 ky toefl ielts,
13259,prize,v,4,,重复,n. 奖品；奖赏；战利品,cet4 cet6 ky zk gk,
13260,inhibitor,n,,,,n. [化]抑制剂，抗化剂；抑制者,,
13261,camcorder,n,1,,,n. 摄录像机；便携式摄像机,,
13262,named,j,,,,adj. 被指名的；命名的；指定的,,
13263,eagerness,n,,,,n. 热心；渴望,,
13264,macaroni,n,,,,,,
13265,acrylic,j,1,,重复,adj. [化]丙烯酸的,,
13266,gamma,n,1,,,n. 微克；希腊语的第三个字母,toefl,
13267,impeccable,j,1,,,adj. 无瑕疵的；没有缺点的,toefl,
13268,promulgate,v,1,,,vt. 公布；传播；发表,toefl,
13269,elegantly,r,,,,adv. 优美地,,
13270,upside,n,,,,n. 上部；上面；上边,,
13271,apocalyptic,j,1,,,adj. [宗]天启的；启示录的,,
13272,weathered,j,,,,adj. 风化的；倾斜的,,
13273,dish,v,3,,重复,n. 碟，盘；一道菜,zk gk,
13274,trucker,n,1,,,n. 卡车司机；从事货车运输业者,,
13275,cornmeal,n,,,,,,
13276,fodder,n,1,,,n. 饲料；素材,,
13277,dependable,j,1,,,adj. 可靠的，可信赖的；可信任的,toefl,
13278,gunner,n,1,,,n. 炮手，枪手；火炮瞄准手；[篮球]经常投篮的投手,,
13279,inescapable,j,1,,,,,
13280,onlooker,n,1,,,n. 旁观者；观众（等于spectator）,ielts,
13281,pun,n,1,,,vi. 说双关语；说俏皮话,,
13282,biologically,r,,,,adv. 生物学上，生物学地,,
13283,aggregate,j,2,,重复,vi. 聚集；集合；合计,toefl ielts,
13284,immortality,n,,,,,,
13285,loudspeaker,n,1,,,n. 喇叭，扬声器；扩音器,cet4 cet6 ky gk,
13286,childlike,j,1,,,adj. 天真烂漫的；孩子似的,,
13287,rust,v,1,,重复,n. 锈；生锈；锈病,cet4 cet6 ky toefl ielts,
13288,apricot,n,1,,,n. 杏树；杏，杏子；杏黄色,,
13289,six-year,j,,,,,,
13290,layered,j,1,,,adj. 层状的；分层的,,
13291,publicized,j,,,,v. 公布；广告；宣传（publicize的过去分词）,,
13292,parable,n,1,,,n. 寓言，比喻；[古]隐晦或谜般的格言,,
13293,wholesome,j,1,,,adj. 有益健康的；合乎卫生的；健全的；审慎的,cet6 ky toefl ielts,
13294,flora,n,1,,,n. 植物群；植物区系,toefl,
13295,hooded,j,1,,,adj. 有罩盖的，戴头巾的,,
13296,delegate,v,3,,重复,vt. 委派…为代表,cet4 cet6 ky toefl ielts,
13297,cartoonist,n,1,,,n. 漫画家,,
13298,persecute,v,1,,,vt. 迫害；困扰；同…捣乱,cet6 ky ielts,
13299,major,v,5,,重复,adj. 主要的；主修的；重要的；较多的,cet4 cet6 ky toefl ielts gk,
13300,borderline,n,1,,,n. 边界线，边界；界线,,
13301,re-evaluate,v,,,,,,
13302,listed,j,,,,adj. 列出的；已登录的；表列的,,
13303,entirety,n,1,,,n. 全部；完全,,
13304,simulator,n,,,,n. 模拟器；假装者，模拟者,,
13305,wasteful,j,1,,,adj. 浪费的，不经济的；奢侈的,cet6,
13306,chime,n,1,,重复,vi. 鸣响；和谐,,
13307,spook,v,1,,,n. 幽灵；鬼,,
13308,elongated,j,,,,,,
13309,driving,n,1,,重复,adj. 强劲的；推进的；精力旺盛的,ielts,
13310,stranded,j,,,,adj. 搁浅的；陷于困境的；有…股的（常用来构成复合词）,,
13311,compatibility,n,,,,n. 兼容性,cet6,
13312,coloring,n,,,,v. 出现颜色；着色（color的ing形式）,,
13313,manually,r,,,,adv. 用手；手动地,toefl,
13314,kicker,n,,,,n. 踢者；爱发牢骚的人；[宇]喷射器,,
13315,relish,n,2,,重复,n. 滋味；风味；食欲；开胃小菜；含义,ky,
13316,damned,r,2,,重复,adj. 该死的；糟透的；可恶的,,
13317,juvenile,n,2,,重复,adj. 青少年的；幼稚的,ky toefl ielts,
13318,agitation,n,,,,n. 搅动；煽动；激动；烦乱,cet6 toefl ielts,
13319,grazing,j,,,重复,n. 牧草；放牧,,
13320,gag,v,1,,重复,vt. 塞住…的口；钳制…的言论；使窒息,toefl,
13321,blazer,n,1,,,n. 燃烧体；宣布者；颜色鲜明的运动上衣,,
13322,raucous,j,1,,,adj. 沙哑的；刺耳的；粗声的,toefl,
13323,domestically,r,,,,,,
13324,reindeer,n,,,,n. 驯鹿,,
13325,treason,n,1,,,n. 叛国罪；不忠,cet4 cet6 ky toefl,
13326,therein,r,1,,,adv. 在那里；在其中,cet6,
13327,annuity,n,1,,,n. 年金，养老金；年金享受权；年金保险,ielts,
13328,scallions,n,,,,,,
13329,marching,j,,,,adj. [计]步进式的；行军的,,
13330,replication,n,,,,n. 复制；回答；反响,,
13331,deluxe,j,1,,,adj. 豪华的，奢华的；高级的,,
13332,nonverbal,j,,,,adj. 不用语言的；不用动词的,toefl,
13333,poorly,j,1,,重复,adv. 贫穷地；贫乏地；不充分地,,
13334,slew,n,,,,n. 沼地；回转；极多,,
13335,creatively,r,,,,adv. 创造性地；有创造力地,,
13336,all-out,j,1,,,,,
13337,journey,v,3,,重复,n. 旅行；行程,cet4 cet6 ky gk,
13338,weave,n,2,,重复,vt. 编织；编排；使迂回前进,cet4 cet6 ky toefl ielts,
13339,co-owner,n,,,,,,
13340,mystique,n,1,,,,,
13341,self-concept,n,,,,,,
13342,respite,n,1,,,n. 暂缓；暂时的休息；缓解；缓期执行,,
13343,guinea,n,1,,,n. 几内亚；基尼（英国旧时金币名）,,
13344,pity,v,2,,重复,n. 怜悯，同情；遗憾,zk gk,
13345,quell,v,1,,,vt. 镇压；减轻；平息；消除,toefl,
13346,torpedo,n,1,,,n. 鱼雷；水雷；油井爆破筒；[鱼]电鳐；[俚]职业杀手,cet6,
13347,imperfection,n,,,,n. 不完美；缺点；瑕疵,,
13348,drench,v,1,,,vt. 使湿透；给（牲畜）灌药,ielts,
13349,innumerable,j,1,,,adj. 无数的，数不清的,cet6 ky toefl ielts,
13350,enrage,v,1,,,vt. 激怒；使暴怒,toefl,
13351,author,v,4,,重复,n. 作者；作家；创始人,cet4 cet6 ky ielts gk,
13352,grate,n,2,,重复,vt. 装格栅于；磨擦,ielts,
13353,droplet,n,1,,,n. 小滴，微滴,toefl,
13354,contraceptive,n,1,,重复,n. 避孕用具；避孕剂,,
13355,bag,v,4,,重复,n. 袋；猎获物；（俚）一瓶啤酒；vt. 猎获；把…装入袋中；[口]占据，私吞；使膨大；vi. 松垂,zk gk,
13356,fascist,j,2,,,n. 法西斯主义者；法西斯党员,,
13357,inaccessible,j,1,,,adj. 难接近的；难达到的；难见到的,cet6 ky toefl,
13358,redevelopment,n,1,,,n. 再开发；重点恢复,,
13359,notoriety,n,1,,,n. 恶名；丑名；声名狼藉,,
13360,cohesive,j,1,,,adj. 有结合力的；紧密结合的；有粘着力的,ky toefl,
13361,overestimate,v,1,,,vt. 对……评价过高；对……估计过高,cet6 toefl,
13362,precedence,n,1,,,n. 优先；居先,ielts,
13363,Amish,j,,,重复,n. 孟诺教派；孟诺教派之教徒,,
13364,vagina,n,1,,,n. 阴道；[植]叶鞘；[植]鞘,,
13365,smog,n,1,,,n. 烟雾,cet4 cet6 ky toefl gk,
13366,recognized,j,,,,adj. 经过验证的；公认的,,
13367,approaching,j,,,,v. 进场；侵入；接近（approach的ing形式）,toefl,
13368,redundant,j,2,,,adj. 多余的，过剩的；冗长的，累赘的；[主英]被解雇的，失业的,cet6 ky toefl ielts,
13369,inertia,n,1,,,n. 惯性；惰性，迟钝；不活动,cet6 ky ielts,
13370,unhappiness,n,,,,n. 苦恼；忧愁,,
13371,proverb,n,,,,n. 谚语，格言；众所周知的人或事,cet6,
13372,flimsy,j,1,,,adj. 脆弱的；浅薄的；易损坏的；不周密的,toefl,
13373,lodging,n,1,,,n. 寄宿处；寄宿；出租的房间、住房,cet6 toefl ielts,
13374,underworld,n,1,,,n. 黑社会；下层社会；地狱；尘世,,
13375,nightgown,n,,,,n. 睡衣（等于dressing gown或nightdress）,,
13376,Haitian,n,,,重复,adj. 海地的；海地人的,,
13377,cello,n,1,,,n. 大提琴,toefl,
13378,reuse,v,,,,n. 重新使用，再用,gk,
13379,rendezvous,n,1,,,n. 约会；约会地点；集结地,ielts,
13380,piece,v,4,,重复,n. 件；篇；块；硬币,zk gk,
13381,handbook,n,1,,,n. 手册；指南,cet6 ky ielts,
13382,mill,v,3,,重复,vi. 乱转；被碾磨,cet4 cet6 ky toefl,
13383,full-length,j,1,,,,,
13384,understate,v,1,,,vt. 保守地说；少说，少报；有意轻描淡写,,
13385,cobalt,n,1,,,n. 钴；钴类颜料；由钴制的深蓝色,,
13386,agitated,j,,,,adj. 激动的；焦虑的；表现不安的,,
13387,computation,n,,,,n. 估计，计算,toefl,
13388,caribou,n,,,,n. 北美驯鹿,,
13389,herein,r,,,,adv. 于此；在这方面,,
13390,holster,n,,,,n. 手枪皮套,,
13391,nagging,j,,,,adj. 唠叨的；挑剔的；使人不得安宁的,,
13392,brothel,n,1,,,n. 妓院,,
13393,digging,n,,,,n. 挖掘，采掘,,
13394,snake,v,2,,重复,n. 蛇；阴险的人,cet4 cet6 ky toefl zk gk,
13395,self-contained,j,1,,,,,
13396,bandwidth,n,,,,n. [无]带宽；频带宽度,,
13397,snap,n,3,,重复,vt. 猛咬；突然折断，拉断；啪地关上,cet4 cet6 ky toefl,
13398,fractured,j,,,,adj. 断裂的；挫伤的；折裂的,,
13399,auspice,n,,,,n. 赞助，主办；吉兆,toefl,
13400,bloodstream,n,1,,,n. 血流，血液的流动,,
13401,vulture,n,1,,,n. 秃鹰，秃鹫；贪婪的人,,
13402,uphill,r,1,,重复,adj. 上坡的，向上的,,
13403,tailor,n,2,,重复,vt. 剪裁；使合适,cet4 cet6 ky toefl gk,
13404,dutifully,r,,,,adv. 忠实地；忠贞地,,
13405,inexplicable,j,1,,,adj. 无法说明的；费解的；不能解释的,,
13406,lax,j,1,,,n. 松元音；泻肚,ielts,
13407,plurality,n,,,,n. 复数；多数；[宗教]兼职；胜出票数,,
13408,warring,j,2,,,adj. 敌对的；交战的；冲突的,,
13409,porter,n,2,,,n. 门房；守门人；服务员；行李搬运工,cet4 cet6 ky gk,
13410,toil,v,1,,,n. 苦工；辛苦；网；圈套,ielts,
13411,restart,v,1,,,vi. 重新启动；重新开始,,
13412,oppress,v,,,,vt. 压迫，压抑；使……烦恼；使……感到沉重,cet4 cet6 ky ielts,
13413,participatory,j,,,,,,
13414,dissemination,n,,,,,,
13415,pulse,v,2,,重复,n. 脉搏；脉冲,cet4 cet6 ky toefl gk,
13416,fast-growing,j,,,,,,
13417,inundate,v,1,,,vt. 泛滥；淹没；浸水；（洪水般的）扑来,toefl ielts,
13418,assigned,j,,,,adj. 已分配的；指定的,,
13419,stockholder,n,1,,,n. 股东；股票持有人,cet6,
13420,reparation,n,1,,,n. 赔偿；赔款；修理,,
13421,recur,v,1,,,vi. 重现；复发；再来；采用；循环；递归,cet6 ky toefl,
13422,zombie,n,,,,,,
13423,prism,n,,,,n. [数]棱柱；[物]棱镜,cet6,
13424,bigotry,n,,,,n. 顽固；偏执；盲从,toefl,
13425,transistor,n,1,,,n. [电子]晶体管（收音机）,cet4 cet6 ky ielts,
13426,sync,n,,,,n. 同步，同时,,
13427,postulate,v,1,,,vt. 要求；假定；视…为理所当然,cet6 toefl,
13428,boiled,j,,,,adj. 煮沸的，煮熟的,,
13429,periodical,n,1,,,adj. 定期的；周期的,cet6 ky toefl ielts,
13430,racing,n,3,,重复,n. 竞赛；赛马,,
13431,predispose,v,,,,,,
13432,mane,n,1,,,n. （马等的）鬃毛,,
13433,furry,j,1,,,adj. 毛皮的；盖着毛皮的；似毛皮的,toefl,
13434,painkiller,n,1,,,n. 止痛药,,
13435,roomy,j,,,,adj. 宽敞的；广阔的；宽大的,,
13436,untold,j,1,,,adj. 未说过的；未透露的；数不清的；无限的,ielts,
13437,hangover,n,1,,,n. 宿醉；遗物；残留物,,
13438,policing,n,,,,,,
13439,repress,v,1,,,vt. 镇压（叛乱等）；抑制；约束,ky toefl,
13440,speechless,j,,,,adj. 哑的；说不出话的；非言语所能表达的,,
13441,tableau,n,1,,,n. 画面；活人画；戏剧性局面；生动的场面（复数tableaux）,,
13442,bombard,v,1,,,vt. 轰炸；炮击,,
13443,tranquil,j,1,,,adj. 安静的，平静的；安宁的；稳定的,cet6 toefl,
13444,pungent,j,1,,,adj. 刺激性的；苦痛的；辛辣的；尖刻的,toefl ielts,
13445,centrality,n,,,,,,
13446,bore,n,3,,重复,vi. 钻孔,cet4 cet6 ky toefl ielts,
13447,stardom,n,1,,,n. 演员们；明星界；明星身份,toefl,
13448,over-the-counter,j,,,,,,
13449,miscarriage,n,,,,,ielts,
13450,assembled,j,,,,v. 集合；装配（assemble的过去分词）,,
13451,scapegoat,n,1,,,n. 替罪羊，替人顶罪者；替身,toefl ielts,
13452,telltale,n,,,,adj. 报警的；泄密的；搬弄是非的,,
13453,mindless,j,1,,,adj. 不小心的；愚蠢的；不需要动脑筋的；不顾虑的,,
13454,rightful,j,1,,,adj. 正当的；合法的；正直的；公正的,,
13455,trumpet,v,2,,重复,n. 喇叭；喇叭声,cet4 cet6 ky toefl ielts,
13456,sarcastic,j,1,,,adj. 挖苦的；尖刻的，辛辣的,ky toefl,
13457,pulmonary,j,,,,adj. 肺的；有肺的；肺状的,,
13458,mire,v,,,,n. 泥潭；泥沼,ielts,
13459,burly,j,1,,,adj. 结实的；率直的；粗鲁的,,
13460,first-rate,j,1,,,adj. 第一流的；最上等的,cet6,
13461,defensively,r,,,,,,
13462,gymnasium,n,1,,,n. 体育馆；健身房,cet4 cet6 ky ielts zk,
13463,mmm,u,,,,int. 嗯,,
13464,sling,n,1,,重复,n. 投石器；吊索；抛掷,,
13465,panorama,n,1,,,n. 全景，全貌；全景画；概论,ky ielts,
13466,trustworthy,j,1,,,adj. 可信赖的；可靠的,toefl ielts,
13467,trilogy,n,1,,,n. 三部曲；三部剧,toefl,
13468,preparatory,j,1,,,adj. 预备的,,
13469,LED,n,,,,v. 通向；领导；指引（lead的过去分词）,,
13470,sidestep,v,1,,,vt. 回避；横跨一步躲避,toefl,
13471,linked,j,,,,adj. 连接的；显示连环遗传的；联合的,,
13472,buried,j,,,,adj. 埋葬的；[地]埋藏的,,
13473,wide-ranging,j,1,,,,,
13474,hiking,n,,,,n. 徒步旅行,,
13475,kissing,n,,,,adj. 接吻的,,
13476,topography,n,,,,n. 地形学；地志；地势,toefl,
13477,corner,v,4,,重复,n. 角落，拐角处；困境，窘境；地区，偏僻处,zk gk,
13478,transcendent,j,,,,adj. 卓越的；超常的；出类拔萃的,ky,
13479,variously,r,1,,,adv. 不同地；多方面地；个别地；多彩地,,
13480,marquee,n,1,,,n. 大天幕；华盖；[计]选取框,,
13481,drying,n,,,,n. 干燥,,
13482,finder,n,,,,n. 发现者；探测器；[天文学]（大望远镜上的）寻星镜；（照相机的）取景器,,
13483,whimsical,j,1,,,adj. 古怪的；异想天开的；反复无常的,,
13484,medium-size,j,,,,,,
13485,Croat,n,,,,n. 克罗地亚人；克罗地亚语,,
13486,style,v,4,,重复,n. 风格；类型；时尚；字体,cet4 cet6 ky ielts gk,
13487,grinder,n,,,,n. 研磨者；[机]磨工；研磨机；[医]臼齿,,
13488,mounting,j,,,,n. 装备，装配；上马；衬托纸,,
13489,effortlessly,r,,,,,,
13490,Somali,j,,,重复,n. 索马里人；索马里语,,
13491,gravely,r,,,,adv. 严肃地；严峻地；沉重地；严重地,,
13492,activation,n,,,,n. 激活；活化作用,,
13493,lyrical,j,1,,,adj. 抒情诗调的；感情丰富的；充满愉悦的,,
13494,dependent,n,,,重复,adj. 依靠的；从属的；取决于…的,cet4 cet6 ky toefl ielts,
13495,perpetually,r,,,,adv. 永恒地，持久地,,
13496,fondness,n,,,,n. 溺爱；爱好,,
13497,shellfish,n,1,,,n. 贝类等有壳的水生动物；甲壳类动物,toefl,
13498,absentee,n,1,,,n. 缺席者,toefl,
13499,erection,n,1,,,n. 直立；建造；建筑物；勃起,,
13500,diva,n,1,,,n. 歌剧中的首席女主角,,
13501,evasion,n,1,,,n. 逃避；回避；借口,toefl,
13502,pad,v,2,,重复,n. 衬垫；护具；便笺簿；填补；vi. 步行；放轻脚步走；vt. 填补；走,cet4 cet6 ky ielts,
13503,fifteenth,m,4,,,adj. 第十五的；十五分之一的,,
13504,push-up,n,1,,,,,
13505,disoriented,j,,,,adj. 无判断力的；分不清方向或目标的,,
13506,lighted,j,,,,adj. 发光的；燃烧的,,
13507,flag,v,3,,重复,vi. 标记；枯萎；衰退,cet4 cet6 ky toefl ielts zk gk,
13508,scooter,n,,,,n. 小轮摩托车；速可达；单脚滑行车；小孩滑板车,,
13509,undisturbed,j,1,,,,toefl,
13510,compost,v,2,,重复,n. 堆肥；混合物,,
13511,din,n,1,,,vt. 喧闹，絮絮不休地说,ielts,
13512,alongside,r,3,,重复,adv. 在旁边,cet6 ky ielts gk,
13513,flat,r,4,,重复,adj. 平坦的；单调的；浅的；扁平的,cet4 cet6 ky toefl ielts zk gk,
13514,attracting,j,,,,,,
13515,weakest,j,,,,,,
13516,complimentary,j,1,,,adj. 问候的；称赞的；赠送的,toefl,
13517,Jamaican,j,,,,adj. 牙买加的；牙买加人的,,
13518,VIP,n,1,,,abbr. 大人物，贵宾（Very Important Person）；视频接口处理器（Video Interface Processor）；可变信息处理（Variable Information Processing）,,
13519,malicious,j,1,,,adj. 恶毒的；恶意的；蓄意的；怀恨的,cet6 toefl,
13520,transfusion,n,1,,,n. [医]输血；输液；倾注；灌输,,
13521,courier,n,2,,,n. 送快信的人；导游；情报员，通讯员,toefl ielts,
13522,extremism,n,,,,,,
13523,astute,j,1,,,adj. 机敏的；狡猾的，诡计多端的,toefl,
13524,heirloom,n,,,,,,
13525,rave,n,2,,重复,n. 咆哮；胡言乱语；热烈赞美,ielts,
13526,wrinkle,v,1,,重复,n. 皱纹,cet6 ky toefl ielts gk,
13527,recoil,v,1,,,vi. 弹回；畏缩；报应,toefl,
13528,duke,n,1,,,n. 公爵，（公国的）君主；[植]公爵（种）樱桃,cet6,
13529,ovation,n,1,,,n. 热烈欢迎；大喝采,ielts,
13530,ordain,v,1,,,vt. 任命某人为牧师；授某人以圣职；（上帝、法律等）命令；注定,,
13531,pep,n,1,,,n. [美口]活力；锐气，劲头,,
13532,stiffly,r,,,,adv. 顽固地；呆板地；生硬地,,
13533,unaffected,j,1,,,adj. 不矫揉造作的；自然的；不受影响的；真挚的,,
13534,checkbook,n,,,,n. 支票簿,,
13535,vestige,n,1,,,n. 遗迹；残余；退化的器官,toefl,
13536,feeding,n,,,重复,n. 饲养；输送；吃,,
13537,discernible,j,1,,,adj. 可辨别的；可识别的,toefl,
13538,khaki,j,1,,,n. 卡其色；卡其布,,
13539,three-year-old,j,,,,,,
13540,appal,v,3,,,vt. 使惊骇；惊吓,ky,
13541,archaic,j,1,,,adj. 古代的；古体的；陈旧的；古色古香的,toefl ielts,
13542,appraise,v,1,,,vt. 评价，鉴定；估价,cet6 ky toefl,
13543,afar,r,,,,adv. 遥远地；在远处,,
13544,prosthetic,j,,,,adj. [医]假体的；[化]非朊基的,,
13545,prowl,v,1,,,vi. 徘徊，潜行,,
13546,understatement,n,1,,,n. 保守的陈述；不充分的陈述；有保留的陈述,,
13547,writhe,v,1,,,vi. 蠕动；翻滚,,
13548,entrench,v,1,,,vt. 用壕沟围住；挖掘；确立，牢固,,
13549,overcrowded,j,1,,,,,
13550,manic,j,1,,,adj. 狂热的；躁狂的,,
13551,financier,n,1,,,vi. 欺骗；从事欺骗性金融活动,,
13552,fluency,n,,,,n. 流畅，流利,gk,
13553,armpit,n,1,,,n. 腋窝,,
13554,failing,j,1,,重复,n. 缺点，过失；弱点；失败,,
13555,glee,n,1,,,n. 快乐；欢欣；重唱歌曲,,
13556,excruciating,j,1,,,,,
13557,vindicate,v,1,,,vt. 维护；证明…无辜；证明…正确,toefl ielts,
13558,impractical,j,1,,,adj. 不切实际的，不现实的；不能实行的,,
13559,revamp,v,1,,,vt. 修补；修改；翻新,,
13560,embedded,j,,,,adj. 植入的；内含的；嵌入式的,,
13561,stoke,v,1,,,vi. 烧火；做司炉工；大吃大喝,,
13562,year-long,j,1,,,,,
13563,consensual,j,,,,adj. [生理]交感的；[律]在双方同意下成立的,,
13564,hormonal,j,,,,adj. [生]荷尔蒙的，激素的,,
13565,burned,j,,,,adj. 焦头烂额,,
13566,fertilization,n,,,,n. [生]受精；施肥；肥沃,,
13567,uproar,n,1,,,n. 骚动；喧嚣,cet6 ky toefl,
13568,uncontrollable,j,1,,,adj. 无法控制的；无法管束的；难以驾驭的,,
13569,quiet,n,4,,重复,adj. 安静的；安定的；温顺的；不动的,zk gk,
13570,jolly,j,2,,,adj. 愉快的；欢乐的；宜人的,cet4 cet6 ky,
13571,migraine,n,1,,,n. [医]偏头痛,,
13572,candor,n,,,,n. 坦白；直率,,
13573,ply,v,1,,,vt. 使用，不住地使用；折，弯；从事,toefl,
13574,cadmium,n,,,,,,
13575,figurine,n,,,,n. 小雕像，小塑像,,
13576,precondition,n,1,,,n. 前提；先决条件,,
13577,extracurricular,j,,,,,cet6,
13578,sister-in-law,n,1,,,,,
13579,arcane,j,1,,,adj. 晦涩难解的；神秘的；秘传的,,
13580,quail,n,1,,,vi. 感到恐惧；畏缩，胆怯,toefl,
13581,err,v,1,,,vi. 犯错；做错；犯罪；[废]走上歧途,toefl,
13582,overdose,n,1,,,vt. 配药过量；使过分沉溺,,
13583,medium-sized,j,1,,,,,
13584,observational,j,,,,,,
13585,covering,n,2,,,adj. 掩盖的，掩护的,,
13586,renegade,n,1,,,n. 变节者；脱党者；叛徒,,
13587,assisted,j,,,,,,
13588,gathered,j,,,,,,
13589,standout,n,,,,n. 杰出的人；突出度,,
13590,out,n,5,,重复,adv. 在外；出现；出声地；不流行地；出局,zk gk,
13591,sometime,j,2,,重复,adv. 来日；改天；在某一时候,cet4 cet6 ky,
13592,skirmish,n,1,,,n. 小冲突，小规模战斗；小争论,,
13593,dredge,v,1,,,vt. （用挖泥船等）疏浚；（用拖捞网等）捞取；（在食物上）撒（面粉等）,,
13594,caterpillar,n,1,,,n. 毛虫；履带车,toefl,
13595,doc,n,,,,abbr. [加]通信部（Department of Communications）；[美]商务部（Department of Commerce）,,
13596,instil,v,1,,,vt. 逐渐灌输；使渗透；滴注,,
13597,personalized,j,,,,adj. 个人化的；个性化的,,
13598,semblance,n,1,,,n. 外貌；假装；类似,toefl ielts,
13599,blunder,n,1,,重复,vi. 跌跌撞撞地走；犯大错,cet6 ky toefl ielts,
13600,thirty-two,m,,,,,,
13601,chime,v,1,,重复,vi. 鸣响；和谐,,
13602,hoax,n,1,,,vt. 愚弄；欺骗,toefl,
